cluster_id,composite_score,sample_entropy,qrs_complexity,variance_score,st_deviation,MI,RAM_MB,BW_kbps
0,0.15131545862732515,0.08645182809493265,0.1535021808851823,0.22834669660038487,0.14959448364336111,1021.3296985246925,9.999999999999762,99.99999999999764
1,0.39644282474665143,0.08708725108071717,0.951257869747017,0.22436845723194668,0.38204891219615894,2697.7986677060326,32.04273261994174,320.4273261994174
2,0.2389585645355849,0.07531899879372739,0.2302247285886614,0.26089656212303985,0.467920627261761,1204.9698431845613,12.261761158021477,122.6176115802148
